LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN2610300000000,26,103,"Marquette County, MI",2015,"33,597     ","31,667     ","1,930     ",5.7
CN2610500000000,26,105,"Mason County, MI",2015,"14,603     ","13,759     ",844     ,5.8
CN2610700000000,26,107,"Mecosta County, MI",2015,"19,305     ","18,173     ","1,132     ",5.9
CN2610900000000,26,109,"Menominee County, MI",2015,"11,630     ","11,033     ",597     ,5.1
CN2611100000000,26,111,"Midland County, MI",2015,"41,702     ","39,761     ","1,941     ",4.7
CN2611300000000,26,113,"Missaukee County, MI",2015,"7,078     ","6,635     ",443     ,6.3
CN2611500000000,26,115,"Monroe County, MI",2015,"76,732     ","73,387     ","3,345     ",4.4
CN2611700000000,26,117,"Montcalm County, MI",2015,"28,038     ","26,513     ","1,525     ",5.4
CN2611900000000,26,119,"Montmorency County, MI",2015,"3,066     ","2,771     ",295     ,9.6
CN2612100000000,26,121,"Muskegon County, MI",2015,"77,763     ","73,444     ","4,319     ",5.6
CN2612300000000,26,123,"Newaygo County, MI",2015,"23,184     ","21,969     ","1,215     ",5.2
CN2612500000000,26,125,"Oakland County, MI",2015,"625,346     ","593,961     ","31,385     ",5.0
CN2612700000000,26,127,"Oceana County, MI",2015,"12,638     ","11,675     ",963     ,7.6
CN2612900000000,26,129,"Ogemaw County, MI",2015,"8,514     ","7,874     ",640     ,7.5
CN2613100000000,26,131,"Ontonagon County, MI",2015,"2,317     ","2,108     ",209     ,9.0
CN2613300000000,26,133,"Osceola County, MI",2015,"10,243     ","9,604     ",639     ,6.2
CN2613500000000,26,135,"Oscoda County, MI",2015,"2,946     ","2,700     ",246     ,8.4
CN2613700000000,26,137,"Otsego County, MI",2015,"11,284     ","10,613     ",671     ,5.9
CN2613900000000,26,139,"Ottawa County, MI",2015,"152,668     ","147,386     ","5,282     ",3.5
CN2614100000000,26,141,"Presque Isle County, MI",2015,"5,407     ","4,879     ",528     ,9.8
CN2614300000000,26,143,"Roscommon County, MI",2015,"7,774     ","7,090     ",684     ,8.8
CN2614500000000,26,145,"Saginaw County, MI",2015,"89,015     ","84,159     ","4,856     ",5.5
CN2614700000000,26,147,"St. Clair County, MI",2015,"72,335     ","67,169     ","5,166     ",7.1
CN2614900000000,26,149,"St. Joseph County, MI",2015,"29,307     ","28,053     ","1,254     ",4.3
CN2615100000000,26,151,"Sanilac County, MI",2015,"19,631     ","18,404     ","1,227     ",6.3
CN2615300000000,26,153,"Schoolcraft County, MI",2015,"3,455     ","3,094     ",361     ,10.4
CN2615500000000,26,155,"Shiawassee County, MI",2015,"33,392     ","31,589     ","1,803     ",5.4
CN2615700000000,26,157,"Tuscola County, MI",2015,"24,760     ","23,171     ","1,589     ",6.4
CN2615900000000,26,159,"Van Buren County, MI",2015,"35,670     ","33,538     ","2,132     ",6.0
CN2616100000000,26,161,"Washtenaw County, MI",2015,"189,852     ","183,151     ","6,701     ",3.5
CN2616300000000,26,163,"Wayne County, MI",2015,"750,854     ","696,033     ","54,821     ",7.3
CN2616500000000,26,165,"Wexford County, MI",2015,"14,582     ","13,636     ",946     ,6.5
CN2700100000000,27,001,"Aitkin County, MN",2015,"6,828     ","6,419     ",409     ,6.0
CN2700300000000,27,003,"Anoka County, MN",2015,"191,057     ","184,166     ","6,891     ",3.6
CN2700500000000,27,005,"Becker County, MN",2015,"18,468     ","17,651     ",817     ,4.4
CN2700700000000,27,007,"Beltrami County, MN",2015,"23,626     ","22,485     ","1,141     ",4.8
CN2700900000000,27,009,"Benton County, MN",2015,"21,867     ","20,900     ",967     ,4.4
CN2701100000000,27,011,"Big Stone County, MN",2015,"2,722     ","2,601     ",121     ,4.4
CN2701300000000,27,013,"Blue Earth County, MN",2015,"39,068     ","37,915     ","1,153     ",3.0
CN2701500000000,27,015,"Brown County, MN",2015,"14,699     ","14,092     ",607     ,4.1
CN2701700000000,27,017,"Carlton County, MN",2015,"17,511     ","16,642     ",869     ,5.0
CN2701900000000,27,019,"Carver County, MN",2015,"55,104     ","53,356     ","1,748     ",3.2
CN2702100000000,27,021,"Cass County, MN",2015,"14,059     ","13,120     ",939     ,6.7
CN2702300000000,27,023,"Chippewa County, MN",2015,"6,973     ","6,666     ",307     ,4.4
CN2702500000000,27,025,"Chisago County, MN",2015,"28,963     ","27,756     ","1,207     ",4.2
CN2702700000000,27,027,"Clay County, MN",2015,"35,850     ","34,748     ","1,102     ",3.1
CN2702900000000,27,029,"Clearwater County, MN",2015,"4,641     ","4,213     ",428     ,9.2
CN2703100000000,27,031,"Cook County, MN",2015,"3,184     ","3,044     ",140     ,4.4
CN2703300000000,27,033,"Cottonwood County, MN",2015,"5,870     ","5,591     ",279     ,4.8
CN2703500000000,27,035,"Crow Wing County, MN",2015,"31,582     ","29,931     ","1,651     ",5.2
CN2703700000000,27,037,"Dakota County, MN",2015,"234,087     ","226,389     ","7,698     ",3.3
CN2703900000000,27,039,"Dodge County, MN",2015,"11,481     ","11,057     ",424     ,3.7
CN2704100000000,27,041,"Douglas County, MN",2015,"20,172     ","19,482     ",690     ,3.4
CN2704300000000,27,043,"Faribault County, MN",2015,"7,537     ","7,209     ",328     ,4.4
CN2704500000000,27,045,"Fillmore County, MN",2015,"11,416     ","10,949     ",467     ,4.1
CN2704700000000,27,047,"Freeborn County, MN",2015,"16,402     ","15,778     ",624     ,3.8
CN2704900000000,27,049,"Goodhue County, MN",2015,"27,062     ","26,105     ",957     ,3.5
CN2705100000000,27,051,"Grant County, MN",2015,"3,373     ","3,210     ",163     ,4.8
CN2705300000000,27,053,"Hennepin County, MN",2015,"679,549     ","657,229     ","22,320     ",3.3
CN2705500000000,27,055,"Houston County, MN",2015,"10,528     ","10,123     ",405     ,3.8
CN2705700000000,27,057,"Hubbard County, MN",2015,"9,581     ","8,992     ",589     ,6.1
CN2705900000000,27,059,"Isanti County, MN",2015,"20,445     ","19,574     ",871     ,4.3
CN2706100000000,27,061,"Itasca County, MN",2015,"22,600     ","21,139     ","1,461     ",6.5
CN2706300000000,27,063,"Jackson County, MN",2015,"6,364     ","6,107     ",257     ,4.0
CN2706500000000,27,065,"Kanabec County, MN",2015,"8,826     ","8,230     ",596     ,6.8
CN2706700000000,27,067,"Kandiyohi County, MN",2015,"24,130     ","23,224     ",906     ,3.8
CN2706900000000,27,069,"Kittson County, MN",2015,"2,478     ","2,363     ",115     ,4.6
CN2707100000000,27,071,"Koochiching County, MN",2015,"6,304     ","5,794     ",510     ,8.1
CN2707300000000,27,073,"Lac qui Parle County, MN",2015,"3,791     ","3,635     ",156     ,4.1
CN2707500000000,27,075,"Lake County, MN",2015,"5,623     ","5,353     ",270     ,4.8
CN2707700000000,27,077,"Lake of the Woods County, MN",2015,"2,451     ","2,343     ",108     ,4.4
